City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,anadyr,64.75,177.4833,-3.72,92,100,33.98,RU,1670279798
278,odweyne,9.4092,45.064,18.66,47,8,1.17,SO,1670279799
279,palencia,42.4167,-4.5,7.18,99,100,1.2,ES,1670279799
280,atar,20.5169,-13.0499,24.44,19,16,2.45,MR,1670279800
281,puerto baquerizo moreno,-0.9,-89.6,20.9,79,60,4.93,EC,1670279572
282,kulhudhuffushi,6.6221,73.07,26.21,82,100,5.13,MV,1670279800
283,zavitinsk,50.1167,129.45,-18.82,95,100,2.74,RU,1670279801
284,marawi,7.9986,124.2928,21.22,87,73,0.74,PH,1670279801
285,jijiga,9.35,42.8,14.82,53,5,1.23,ET,1670279802
286,presidente epitacio,-21.7633,-52.1156,24.58,72,96,2.25,BR,1670279802
287,chingola,-12.529,27.8838,16.38,94,100,1.7,ZM,1670279803
288,kaputa,-8.4689,29.6619,19.47,86,100,1.12,ZM,1670279803
289,popondetta,-8.7537,148.2534,29.91,63,94,0.54,PG,1670279804
290,seoul,37.5683,126.9778,-0.31,59,75,2.06,KR,1670279410
291,kulu,39.0951,33.0799,4.3,66,29,2.49,TR,1670279804
292,guane,22.2025,-84.0875,23.07,72,13,1.74,CU,1670279805
293,urdari,44.8,23.3,3.92,91,100,1.17,RO,1670279805
294,farim,12.4839,-15.2217,22.8,55,6,1.37,GW,1670279806
295,mecca,21.4267,39.8261,23.73,75,10,2.3,SA,1670279807
296,mesquite,32.7668,-96.5992,26.59,71,40,7.72,US,1670279730
297,pangoa,-12.1167,-73.0,20.89,94,82,1.59,PE,1670279807
298,aksu,41.1231,80.2644,-4.46,33,89,1.84,CN,1670279808
299,ati,13.2154,18.3353,24.51,15,0,6.6,TD,1670279808
300,sovetskaya,44.7769,41.1722,-3.91,78,9,8.07,RU,1670279809
301,broken hill,-31.95,141.4333,19.97,34,71,4.25,AU,1670279809
302,merauke,-8.4667,140.3333,27.0,74,97,3.68,ID,1670279810
303,muravlenko,63.7898,74.523,-15.77,97,99,5.01,RU,1670279810
304,anito,12.4497,125.2886,26.3,78,99,3.12,PH,1670279810
305,bilma,18.6853,12.9164,22.81,20,8,2.55,NE,1670279811
306,kirakira,-10.4544,161.9205,29.02,72,100,2.35,SB,1670279811
307,bend,44.0582,-121.3153,5.6,77,0,1.79,US,1670279812
308,isangel,-19.55,169.2667,32.06,70,71,2.06,VU,1670279812
309,kirov,58.5966,49.6601,-18.08,95,71,1.91,RU,1670279813
310,nishihara,26.1842,127.7558,18.6,91,100,7.72,JP,1670279813
311,bambous virieux,-20.3428,57.7575,24.14,88,75,4.63,MU,1670279814
312,ambilobe,-13.2,49.05,23.68,85,21,0.79,MG,1670279814
313,bamiantong,44.9333,130.5333,-15.28,85,5,3.72,CN,1670279815
314,husavik,66.0449,-17.3389,-0.33,81,96,5.2,IS,1670279815
315,blagoyevo,63.3667,47.9167,-10.3,93,99,3.21,RU,1670279816
316,okhotsk,59.3833,143.3,-29.21,80,72,5.11,RU,1670279816
317,hohhot,40.8106,111.6522,-20.84,77,0,3.0,CN,1670279618
318,leningradskiy,69.3833,178.4167,-26.45,93,17,2.47,RU,1670279817
319,shubarkuduk,49.1447,56.4872,-13.91,96,48,2.73,KZ,1670279817
320,guarapari,-20.6667,-40.4975,23.83,89,99,5.49,BR,1670279817
321,artur nogueira,-22.5731,-47.1725,21.06,90,98,2.48,BR,1670279818
322,moerai,-22.4333,-151.3333,25.14,79,99,4.65,PF,1670279818
323,gangtok,27.3333,88.6167,7.48,55,2,2.34,IN,1670279819
324,businga,3.3333,20.8833,21.21,96,97,1.61,CD,1670279819
325,esperance,-33.8667,121.9,16.66,78,100,2.53,AU,1670279820
326,guerrero negro,27.9769,-114.0611,19.1,76,8,8.22,MX,1670279820
327,sobolevo,54.4299,31.8996,-8.64,87,100,4.67,RU,1670279821
328,jacareacanga,-6.2222,-57.7528,23.43,97,100,1.06,BR,1670279821
329,nurota,40.5614,65.6886,-6.17,56,1,0.49,UZ,1670279822
330,cabedelo,-6.9811,-34.8339,26.37,77,12,5.49,BR,1670279822
331,kidal,18.4411,1.4078,25.76,15,100,4.89,ML,1670279823
332,shenjiamen,29.9576,122.298,10.65,62,27,5.9,CN,1670279824
333,port pirie,-33.1833,138.0167,22.13,34,100,2.43,AU,1670279826
334,puerto ayacucho,5.6639,-67.6236,26.74,72,70,3.34,VE,1670279827
335,warri,5.5167,5.75,26.17,84,60,1.42,NG,1670279828
336,samarai,-10.6167,150.6667,27.83,72,87,2.33,PG,1670279830
337,moosburg,48.4667,11.9333,2.99,93,100,3.09,DE,1670279831
338,kushima,31.4583,131.2333,4.35,85,3,3.25,JP,1670279831
339,ulladulla,-35.35,150.4667,19.08,58,36,3.67,AU,1670279832
340,adrar,20.5022,-10.0711,23.44,28,7,1.53,MR,1670279834
341,baie-saint-paul,47.4411,-70.4986,0.87,77,83,2.58,CA,1670279835
342,mporokoso,-9.3727,30.125,15.53,97,100,1.2,ZM,1670279836
343,caxito,-8.5785,13.6643,23.95,93,93,1.92,AO,1670279836
344,inirida,3.8653,-67.9239,23.72,94,85,1.1,CO,1670279837
345,lompoc,34.6391,-120.4579,18.16,64,0,5.66,US,1670279839
346,kemin,42.7846,75.6892,-8.1,82,90,1.13,KG,1670279840
347,huarmey,-10.0681,-78.1522,20.23,80,19,3.47,PE,1670279841
348,thunder bay,48.4001,-89.3168,-8.01,49,75,4.12,CA,1670279842
349,palakkad,10.7833,76.65,22.99,97,81,3.36,IN,1670279843
350,dauriya,49.9333,116.8667,-13.09,83,98,7.42,RU,1670279844
351,eyl,7.9803,49.8164,24.77,72,90,7.19,SO,1670279846
352,marigot,18.0667,-63.0833,26.53,72,20,3.6,MF,1670279847
353,poya,-21.35,165.15,24.8,90,100,1.85,NC,1670279848
354,mananjary,-21.2167,48.3333,23.14,90,92,3.15,MG,1670279849
355,sussex,41.1834,-74.6663,5.14,59,0,0.45,US,1670279839
356,saldanha,-33.0117,17.9442,15.03,79,71,5.94,ZA,1670279850
357,bathsheba,13.2167,-59.5167,25.34,87,40,2.57,BB,1670279631
358,kiunga,-6.1219,141.2906,23.34,98,100,0.68,PG,1670279850
359,kanniyakumari,8.0833,77.5667,25.36,79,95,7.34,IN,1670279851
360,snasa,64.2457,12.3778,2.67,98,99,4.06,NO,1670279851
361,susangerd,31.5608,48.1831,17.91,44,79,2.49,IR,1670279852
362,muros,42.7762,-9.0603,12.05,90,100,1.23,ES,1670279852
363,silver city,32.7701,-108.2803,15.51,63,0,7.2,US,1670279744
364,korla,41.7597,86.1469,-5.34,42,59,2.33,CN,1670279853
365,narsaq,60.9167,-46.05,6.12,71,77,4.99,GL,1670279853
366,encarnacion,-27.3333,-55.9,33.29,46,0,2.06,PY,1670279584
367,dawei,14.0833,98.2,23.81,83,16,3.41,MM,1670279854
368,hearst,49.6835,-83.6665,-12.86,93,100,3.61,CA,1670279855
369,jacqueville,5.2052,-4.4146,26.94,85,98,4.81,CI,1670279855
370,comodoro rivadavia,-45.8667,-67.5,22.92,27,75,12.86,AR,1670279593
371,santa rosa,14.3122,121.1114,25.99,94,98,2.81,PH,1670279856
372,barinas,8.6226,-70.2075,25.48,71,79,1.56,VE,1670279856
373,khyriv,49.5333,22.8524,4.8,92,97,1.24,UA,1670279857
374,faridpur,23.6,89.8333,17.96,68,0,3.44,BD,1670279857
375,kudat,6.8837,116.8477,24.05,94,20,0.51,MY,1670279858
376,kuminskiy,58.6667,66.5667,-20.98,99,96,1.44,RU,1670279858
377,camacha,33.0833,-16.3333,14.68,82,20,0.51,PT,1670279859
378,goderich,43.7501,-81.7165,4.18,48,100,4.12,CA,1670279860
379,fez,34.0372,-4.9998,17.14,59,40,8.23,MA,1670279860
380,vyshkovo,48.0491,23.4211,5.98,87,100,1.39,UA,1670279861
381,barcelos,41.5388,-8.6151,12.18,86,83,1.87,PT,1670279861
382,mahon,39.8885,4.2658,14.31,82,0,2.57,ES,1670279862
383,coahuayana,18.7333,-103.6833,28.56,69,3,2.18,MX,1670279862
384,miri,4.4148,114.0089,24.53,100,40,1.54,MY,1670279862
385,ishigaki,24.3448,124.1572,19.07,88,75,8.75,JP,1670279863
386,saint-augustin,51.226,-58.6502,-6.15,86,6,1.06,CA,1670279863
387,alyangula,-13.8483,136.4192,29.85,56,67,3.56,AU,1670279791
388,abu dhabi,24.4667,54.3667,24.01,82,0,1.03,AE,1670279864
389,luderitz,-26.6481,15.1594,15.39,72,4,8.96,NA,1670279865
390,poum,-20.2333,164.0167,26.47,84,100,5.95,NC,1670279865
391,leh,34.1667,77.5833,-8.82,51,60,0.65,IN,1670279866
392,ketchikan,55.3422,-131.6461,2.99,86,20,2.06,US,1670279866
393,cervo,43.6702,-7.4101,12.38,73,77,0.97,ES,1670279867
394,salisbury,51.0693,-1.7957,6.68,86,100,5.66,GB,1670279867
395,tyulgan,52.3405,56.166,-19.46,94,21,2.52,RU,1670279868
396,padang,-0.9492,100.3543,24.71,87,100,1.51,ID,1670279868
397,qiongshan,20.0058,110.3542,16.99,94,100,2.0,CN,1670279868
398,lodja,-3.4833,23.4333,18.97,99,62,0.49,CD,1670279869
399,chapais,49.7834,-74.8492,-7.12,95,97,0.44,CA,1670279572
400,soloneshnoye,51.6544,84.3197,-17.3,98,100,0.83,RU,1670279870
401,leninskoye,41.7589,69.3864,-7.25,90,71,1.29,KZ,1670279870
402,eyrarbakki,63.863,-21.1481,-2.97,53,7,2.85,IS,1670279871
403,jaisalmer,26.9147,70.9181,17.11,22,0,2.97,IN,1670279871
404,norman wells,65.282,-126.8329,-28.98,76,75,4.63,CA,1670279872
405,puerto del rosario,28.5004,-13.8627,18.86,82,20,1.03,ES,1670279872
406,bodden town,19.2833,-81.25,28.0,70,20,6.17,KY,1670279873
407,naze,28.3667,129.4833,15.51,69,97,8.49,JP,1670279873
408,cotonou,6.3654,2.4183,27.99,83,20,5.66,BJ,1670279874
409,uddevalla,58.3478,11.9424,0.18,89,75,1.11,SE,1670279874
410,bonavista,48.6499,-53.1147,2.18,91,99,5.78,CA,1670279875
411,filadelfia,39.9523,-75.1638,7.01,54,0,1.54,US,1670279616
412,katangli,51.7102,143.2326,-12.63,84,39,6.03,RU,1670279875
413,hurghada,27.2574,33.8129,19.02,55,0,4.12,EG,1670279876
414,tekeli,44.83,78.8239,-7.15,95,100,1.28,KZ,1670279876
415,fortuna,40.5982,-124.1573,12.74,78,100,0.45,US,1670279877
416,flin flon,54.7682,-101.865,-27.09,69,75,1.54,CA,1670279877
417,yulara,-25.2406,130.9889,33.58,12,9,7.82,AU,1670279878
418,halifax,44.6453,-63.5724,2.9,77,1,1.34,CA,1670279867
419,sulzbach-rosenberg,49.4983,11.7517,2.78,90,100,2.86,DE,1670279878
420,cascais,38.6979,-9.4215,15.28,90,60,2.24,PT,1670279879
421,katherine,-14.4667,132.2667,28.18,65,93,2.57,AU,1670279708
422,chinandega,12.6294,-87.1311,31.99,40,0,2.06,NI,1670279879
423,methoni,36.8197,21.7049,14.56,78,53,4.5,GR,1670279880
424,unai,-16.3575,-46.9061,22.16,88,100,2.31,BR,1670279881
425,sitka,57.0531,-135.33,3.94,75,100,2.57,US,1670279881
426,juba,4.8517,31.5825,25.26,57,76,0.81,SS,1670279882
427,charleston,32.7766,-79.9309,14.01,96,100,3.09,US,1670279634
428,ostersund,63.1792,14.6357,0.25,100,40,8.23,SE,1670279884
429,terra rica,-22.7094,-52.6169,23.74,81,100,0.97,BR,1670279886
430,kargil,34.5667,76.1,-7.79,49,99,0.99,IN,1670279887
431,tchollire,8.4022,14.1698,22.37,23,58,0.98,CM,1670279888
432,sechura,-5.5569,-80.8222,22.83,62,9,8.26,PE,1670279889
433,madison,34.7334,-86.5667,11.17,97,100,4.12,US,1670279889
434,bichura,50.5881,107.6022,-17.8,84,99,2.84,RU,1670279890
435,auki,-8.7676,160.7034,29.62,64,99,0.78,SB,1670279891
436,sistranda,63.7256,8.834,3.98,70,100,10.92,NO,1670279892
437,weyburn,49.6668,-103.8511,-18.88,65,99,1.54,CA,1670279893
438,hammerfest,70.6634,23.6821,2.25,93,75,5.14,NO,1670279893
439,albina,5.5,-54.05,23.65,91,100,1.45,SR,1670279894
440,waingapu,-9.6567,120.2641,26.59,77,100,0.44,ID,1670279895
441,naraini,25.1833,80.4833,12.84,51,0,1.84,IN,1670279896
442,tuatapere,-46.1333,167.6833,10.77,71,89,2.63,NZ,1670279896
443,paamiut,61.994,-49.6678,3.28,76,100,15.67,GL,1670279897
444,fairbanks,64.8378,-147.7164,-6.71,88,75,0.0,US,1670279618
445,sikonge,-5.6333,32.7667,18.28,74,100,1.11,TZ,1670279900
446,khash,28.2211,61.2158,7.93,45,0,1.42,IR,1670279901
447,sao luis do quitunde,-9.3183,-35.5611,23.69,91,19,2.33,BR,1670279902
448,clyde river,70.4692,-68.5914,-9.87,92,100,3.09,CA,1670279669
449,camapua,-19.5314,-54.0439,22.62,92,93,1.7,BR,1670279903
450,coihaique,-45.5752,-72.0662,13.97,54,75,3.09,CL,1670279905
451,zhuhai,22.2769,113.5678,13.88,82,40,9.26,CN,1670279906
452,jiwani,25.05,61.7417,23.74,62,0,3.35,PK,1670279907
453,byron bay,-28.65,153.6167,28.73,47,1,1.62,AU,1670279908
454,jutai,-5.1833,-68.9,25.97,80,83,0.71,BR,1670279909
455,taybad,34.74,60.7756,-2.07,72,92,2.52,IR,1670279910
456,wassenberg,51.1,6.15,3.28,91,100,1.54,DE,1670279910
457,te anau,-45.4167,167.7167,8.8,96,100,1.6,NZ,1670279910
458,acari,-15.4311,-74.6158,21.91,72,45,2.22,PE,1670279911
459,salalah,17.0151,54.0924,23.05,56,0,3.09,OM,1670279911
460,los llanos de aridane,28.6585,-17.9182,18.86,73,100,2.57,ES,1670279725
461,chifeng,42.2683,118.9636,-10.38,36,0,4.9,CN,1670279912
462,manadhoo,5.7667,73.3833,26.04,81,100,2.79,MV,1670279912
463,badou,7.5833,0.6,25.08,59,18,1.32,TG,1670279913
464,najran,17.4924,44.1277,14.36,38,0,1.5,SA,1670279913
465,high prairie,55.4334,-116.4858,-22.42,73,72,3.83,CA,1670279914
466,westport,41.1415,-73.3579,7.32,63,0,2.57,US,1670279821
467,gamba,-2.65,10.0,25.21,88,98,2.76,GA,1670279914
468,malayal,7.208,121.942,23.89,83,100,1.86,PH,1670279915
469,suntar,62.1444,117.6319,-19.28,96,100,2.93,RU,1670279915
470,riyadh,24.6877,46.7219,20.08,40,61,4.99,SA,1670279668
471,karatau,43.1667,70.4667,-7.65,84,25,1.16,KZ,1670279916
472,pangnirtung,66.1451,-65.7125,-5.0,86,100,4.63,CA,1670279916
473,lakes entrance,-37.8811,147.981,13.98,73,92,4.77,AU,1670279917
474,north bend,43.4065,-124.2243,11.15,90,100,2.06,US,1670279916
475,kodinsk,58.6881,99.1844,-13.66,94,100,5.74,RU,1670279918
476,zhigansk,66.7697,123.3711,-28.91,99,100,1.85,RU,1670279918
477,shelburne,44.0787,-80.2041,2.17,60,100,6.12,CA,1670279918
478,rocha,-34.4833,-54.3333,18.02,83,0,3.35,UY,1670279907
479,alice springs,-23.7,133.8833,31.75,13,3,3.09,AU,1670279919
480,erdemli,36.605,34.3084,15.57,51,35,2.42,TR,1670279920
481,kandrian,-6.2167,149.55,28.05,78,95,3.39,PG,1670279876
482,kondinskoye,59.6481,67.41,-19.63,99,99,2.03,RU,1670279920
483,puerto escondido,15.85,-97.0667,30.46,58,0,1.54,MX,1670279781
484,north platte,41.1239,-100.7654,0.94,55,100,4.12,US,1670279625
485,sao felix do xingu,-6.6447,-51.995,21.83,98,69,0.38,BR,1670279921
486,qaqortoq,60.7167,-46.0333,-1.7,71,75,4.85,GL,1670279921
487,griffith,41.5284,-87.4237,6.17,70,75,4.63,US,1670279922
488,bolu,40.6667,31.5833,5.4,87,92,0.3,TR,1670279922
489,chulman,56.8479,124.9104,-18.82,97,100,1.87,RU,1670279923
490,topchikha,52.8192,83.1185,-15.62,96,99,1.23,RU,1670279923
491,tshikapa,-6.4167,20.8,17.77,97,63,0.8,CD,1670279924
492,takoradi,4.8845,-1.7554,26.37,85,56,3.19,GH,1670279924
493,san pedro,14.35,121.0167,25.57,90,20,1.03,PH,1670279925
494,taoudenni,22.6783,-3.9836,26.74,16,12,2.42,ML,1670279926
495,chokurdakh,70.6333,147.9167,-38.42,99,35,2.9,RU,1670279926
496,dicabisagan,17.0818,122.4157,24.71,91,94,3.05,PH,1670279927
497,huber heights,39.8439,-84.1247,8.16,49,100,5.14,US,1670279927
498,esso,55.9333,158.7,-19.27,94,82,3.0,RU,1670279928
499,vardo,70.3705,31.1107,-3.01,86,100,2.57,NO,1670279721
500,mihalaseni,47.8833,27.0667,-1.27,85,100,6.02,RO,1670279928
501,jingdezhen,29.2947,117.2079,3.63,94,13,1.59,CN,1670279686
502,college,64.8569,-147.8028,-6.72,89,75,0.0,US,1670279929
503,cochabamba,-17.3895,-66.1568,21.86,38,75,3.09,BO,1670279929
504,vaitape,-16.5167,-151.75,26.44,77,81,7.73,PF,1670279930
505,zalantun,48.0,122.7167,-12.44,70,58,4.91,CN,1670279930
506,vapnyarka,48.5348,28.7436,-5.58,87,16,4.69,UA,1670279931
507,calama,-22.4667,-68.9333,23.27,10,0,11.83,CL,1670279931
508,kuusamo,65.9667,29.1833,-1.98,86,100,6.69,FI,1670279932
509,emmett,43.8735,-116.4993,5.2,96,83,0.64,US,1670279863
510,masuguru,-11.3667,38.4167,24.25,76,5,2.14,TZ,1670279932
511,mount isa,-20.7333,139.5,29.87,37,0,4.63,AU,1670279933
512,grand-lahou,5.1367,-5.0242,26.08,86,89,3.02,CI,1670279933
513,rockingham,42.9668,-71.0995,7.62,72,68,2.28,US,1670279934
514,dharchula,29.85,80.5333,10.03,16,0,3.52,IN,1670279934
515,beaufort,5.3473,115.7455,23.64,95,51,1.09,MY,1670279935
516,chadiza,-14.0678,32.4392,22.0,66,99,1.64,ZM,1670279935
517,deer lake,49.1667,-57.4316,-5.08,100,40,1.54,CA,1670279700
518,flagstaff,35.1981,-111.6513,8.81,64,75,5.14,US,1670279936
519,saint george,37.1041,-113.5841,16.35,53,0,1.54,US,1670279804
520,mushie,-3.0167,16.9,20.28,96,42,0.74,CD,1670279937
521,bushehr,28.9684,50.8385,20.05,73,100,0.0,IR,1670279937
522,rocky mountain house,52.3668,-114.9188,-11.94,79,100,5.14,CA,1670279701
523,sur,22.5667,59.5289,22.35,64,0,1.15,OM,1670279938
524,malgobek,43.5092,44.5931,-2.06,93,98,2.76,RU,1670279938
525,seminole,28.7086,-81.2081,24.2,79,100,2.06,US,1670279750
526,majdanpek,44.4277,21.946,1.31,97,100,2.94,RS,1670279939
527,aksarka,66.5606,67.7975,-15.94,95,37,3.26,RU,1670279939
528,krasnovishersk,60.4078,57.082,-16.52,98,99,1.3,RU,1670279940
529,asosa,10.0667,34.5333,18.62,38,12,1.26,ET,1670279940
530,petropavlovsk-kamchatskiy,53.0452,158.6483,-13.67,66,75,3.0,RU,1670279941
531,los banos,14.1667,121.1833,25.27,88,95,2.54,PH,1670279941
532,chistogorskiy,53.9835,87.3843,-19.85,99,92,0.69,RU,1670279944
533,bensonville,6.4461,-10.6125,24.43,91,100,0.85,LR,1670279945
534,nouadhibou,20.931,-17.0347,20.99,68,11,6.17,MR,1670279946
535,saint-joseph,-21.3667,55.6167,22.21,80,97,4.57,RE,1670279950
536,paducah,37.0834,-88.6001,9.23,97,100,0.0,US,1670279951
537,sal rei,16.1833,-22.9167,22.29,69,24,4.12,CV,1670279952
538,caucaia,-3.7361,-38.6531,27.24,74,20,6.17,BR,1670279953
539,massakory,12.996,15.7293,25.22,14,4,7.13,TD,1670279954
540,andenes,69.3143,16.1194,2.99,81,75,12.35,NO,1670279955
541,currais novos,-6.2608,-36.5178,24.41,68,52,7.91,BR,1670279955
542,hamilton,39.1834,-84.5333,8.43,59,100,2.06,US,1670279844
543,talaya,61.3833,152.75,-42.02,99,59,0.5,RU,1670279958
544,mitu,1.1983,-70.1733,25.2,80,77,0.8,CO,1670279959
545,raigarh,21.9,83.4,15.27,49,1,1.0,IN,1670279960
546,nereju,45.7167,26.7167,1.0,98,100,1.66,RO,1670279961
547,ciudad del maiz,22.4,-99.6,21.52,54,3,0.82,MX,1670279962
548,borogontsy,62.6683,131.1683,-32.6,99,99,0.47,RU,1670279963
549,xudat,41.631,48.681,1.81,88,95,1.58,AZ,1670279964
550,kavieng,-2.5744,150.7967,27.78,76,91,1.95,PG,1670279965
551,atasu,48.6814,71.6433,-25.89,97,39,1.88,KZ,1670279966
552,koslan,63.4564,48.8989,-9.62,94,100,3.22,RU,1670279967
553,santa cruz,-17.8,-63.1667,35.03,34,75,2.06,BO,1670279857
554,general bravo,25.8,-99.1667,28.21,43,45,2.23,MX,1670279970
